N° medida;Fecha;Voltaje Shunt;Voltaje Bus;Voltaje total;Corriente;Potencia;Memoria Libre; Memoria Usada;Memoria Total;Proceso Node
1378;2020-12-02 08:52:36.573;h;h;h;h;h;618544;329760;948304;No Activo
1379;2020-12-02 08:52:36.805;h;h;h;h;h;618552;329752;948304;No Activo
1380;2020-12-02 08:52:37.066;h;h;h;h;h;618560;329744;948304;No Activo
1381;2020-12-02 08:52:37.322;h;h;h;h;h;618520;329784;948304;No Activo
1382;2020-12-02 08:52:37.555;h;h;h;h;h;618592;329712;948304;No Activo
1383;2020-12-02 08:52:37.787;h;h;h;h;h;618576;329728;948304;No Activo
1384;2020-12-02 08:52:38.020;h;h;h;h;h;618796;329508;948304;No Activo
1385;2020-12-02 08:52:38.281;h;h;h;h;h;618544;329760;948304;No Activo
1386;2020-12-02 08:52:38.541;h;h;h;h;h;618788;329516;948304;No Activo
1387;2020-12-02 08:52:38.774;h;h;h;h;h;618796;329508;948304;No Activo
1388;2020-12-02 08:52:39.006;h;h;h;h;h;618804;329500;948304;No Activo
1389;2020-12-02 08:52:39.238;h;h;h;h;h;618804;329500;948304;No Activo
1390;2020-12-02 08:52:39.498;h;h;h;h;h;618796;329508;948304;No Activo
1391;2020-12-02 08:52:39.755;h;h;h;h;h;618804;329500;948304;No Activo
1392;2020-12-02 08:52:39.987;h;h;h;h;h;618812;329492;948304;No Activo
1393;2020-12-02 08:52:40.220;h;h;h;h;h;618788;329516;948304;No Activo
1394;2020-12-02 08:52:40.454;h;h;h;h;h;618772;329532;948304;No Activo
1395;2020-12-02 08:52:40.711;h;h;h;h;h;618788;329516;948304;No Activo
1396;2020-12-02 08:52:40.968;h;h;h;h;h;618520;329784;948304;No Activo
1397;2020-12-02 08:52:41.200;h;h;h;h;h;618560;329744;948304;No Activo
1398;2020-12-02 08:52:41.432;h;h;h;h;h;618528;329776;948304;No Activo
1399;2020-12-02 08:52:41.664;h;h;h;h;h;618056;330248;948304;No Activo
1400;2020-12-02 08:52:41.923;h;h;h;h;h;617772;330532;948304;No Activo
1401;2020-12-02 08:52:42.184;h;h;h;h;h;618048;330256;948304;No Activo
1402;2020-12-02 08:52:42.418;h;h;h;h;h;618048;330256;948304;No Activo
1403;2020-12-02 08:52:42.651;h;h;h;h;h;618032;330272;948304;No Activo
1404;2020-12-02 08:52:42.885;h;h;h;h;h;618016;330288;948304;No Activo
1405;2020-12-02 08:52:43.143;h;h;h;h;h;618016;330288;948304;No Activo
1406;2020-12-02 08:52:43.406;h;h;h;h;h;617788;330516;948304;No Activo
1407;2020-12-02 08:52:43.640;h;h;h;h;h;617772;330532;948304;No Activo
1408;2020-12-02 08:52:43.873;h;h;h;h;h;617772;330532;948304;No Activo
1409;2020-12-02 08:52:44.106;h;h;h;h;h;617788;330516;948304;No Activo
1410;2020-12-02 08:52:44.362;h;h;h;h;h;617520;330784;948304;No Activo
1411;2020-12-02 08:52:44.618;h;h;h;h;h;617772;330532;948304;No Activo
1412;2020-12-02 08:52:44.879;h;h;h;h;h;618016;330288;948304;No Activo
1413;2020-12-02 08:52:45.112;h;h;h;h;h;618040;330264;948304;No Activo
1414;2020-12-02 08:52:45.345;h;h;h;h;h;618024;330280;948304;No Activo
1415;2020-12-02 08:52:45.579;h;h;h;h;h;618308;329996;948304;No Activo
1416;2020-12-02 08:52:45.838;h;h;h;h;h;618292;330012;948304;No Activo
1417;2020-12-02 08:52:46.098;h;h;h;h;h;618276;330028;948304;No Activo
1418;2020-12-02 08:52:46.331;h;h;h;h;h;618276;330028;948304;No Activo
1419;2020-12-02 08:52:46.565;h;h;h;h;h;618528;329776;948304;No Activo
1420;2020-12-02 08:52:46.797;h;h;h;h;h;618560;329744;948304;No Activo
1421;2020-12-02 08:52:47.057;h;h;h;h;h;618528;329776;948304;No Activo
1422;2020-12-02 08:52:47.317;h;h;h;h;h;618520;329784;948304;No Activo
1423;2020-12-02 08:52:47.550;h;h;h;h;h;618268;330036;948304;No Activo
1424;2020-12-02 08:52:47.784;h;h;h;h;h;618520;329784;948304;No Activo
1425;2020-12-02 08:52:48.017;h;h;h;h;h;617484;330820;948304;No Activo
1426;2020-12-02 08:52:48.274;h;h;h;h;h;617688;330616;948304;No Activo
1427;2020-12-02 08:52:48.531;h;h;h;h;h;617728;330576;948304;No Activo
1428;2020-12-02 08:52:48.762;h;h;h;h;h;617176;331128;948304;No Activo
1429;2020-12-02 08:52:48.994;h;h;h;h;h;617428;330876;948304;No Activo
1430;2020-12-02 08:52:49.226;h;h;h;h;h;617192;331112;948304;No Activo
1431;2020-12-02 08:52:49.483;h;h;h;h;h;617520;330784;948304;No Activo
1432;2020-12-02 08:52:49.740;h;h;h;h;h;617268;331036;948304;No Activo
1433;2020-12-02 08:52:49.972;h;h;h;h;h;617520;330784;948304;No Activo
1434;2020-12-02 08:52:50.203;h;h;h;h;h;617520;330784;948304;No Activo
1435;2020-12-02 08:52:50.435;h;h;h;h;h;617772;330532;948304;No Activo
1436;2020-12-02 08:52:50.692;h;h;h;h;h;617536;330768;948304;No Activo
1437;2020-12-02 08:52:50.924;h;h;h;h;h;617520;330784;948304;No Activo
1438;2020-12-02 08:52:51.156;h;h;h;h;h;617552;330752;948304;No Activo
1439;2020-12-02 08:52:51.390;h;h;h;h;h;617552;330752;948304;No Activo
1440;2020-12-02 08:52:51.647;h;h;h;h;h;617796;330508;948304;No Activo
1441;2020-12-02 08:52:51.908;h;h;h;h;h;618044;330260;948304;No Activo
1442;2020-12-02 08:52:52.164;h;h;h;h;h;617772;330532;948304;No Activo
1443;2020-12-02 08:52:52.399;h;h;h;h;h;618056;330248;948304;No Activo
1444;2020-12-02 08:52:52.632;h;h;h;h;h;618024;330280;948304;No Activo
1445;2020-12-02 08:52:52.866;h;h;h;h;h;617772;330532;948304;No Activo
1446;2020-12-02 08:52:53.123;h;h;h;h;h;617812;330492;948304;No Activo
1447;2020-12-02 08:52:53.355;h;h;h;h;h;617812;330492;948304;No Activo
1448;2020-12-02 08:52:53.589;h;h;h;h;h;618080;330224;948304;No Activo
1449;2020-12-02 08:52:53.823;h;h;h;h;h;618064;330240;948304;No Activo
1450;2020-12-02 08:52:54.085;h;h;h;h;h;618072;330232;948304;No Activo
1451;2020-12-02 08:52:54.342;h;h;h;h;h;618048;330256;948304;No Activo
1452;2020-12-02 08:52:54.574;h;h;h;h;h;618080;330224;948304;No Activo
1453;2020-12-02 08:52:54.806;h;h;h;h;h;618316;329988;948304;No Activo
1454;2020-12-02 08:52:55.039;h;h;h;h;h;618536;329768;948304;No Activo
1455;2020-12-02 08:52:55.302;h;h;h;h;h;618560;329744;948304;No Activo
1456;2020-12-02 08:52:55.558;h;h;h;h;h;618536;329768;948304;No Activo
1457;2020-12-02 08:52:55.792;h;h;h;h;h;618552;329752;948304;No Activo
1458;2020-12-02 08:52:56.026;h;h;h;h;h;618568;329736;948304;No Activo
1459;2020-12-02 08:52:56.258;h;h;h;h;h;618568;329736;948304;No Activo
1460;2020-12-02 08:52:56.515;h;h;h;h;h;618788;329516;948304;No Activo
1461;2020-12-02 08:52:56.779;h;h;h;h;h;618772;329532;948304;No Activo
1462;2020-12-02 08:52:57.039;h;h;h;h;h;618772;329532;948304;No Activo
1463;2020-12-02 08:52:57.273;h;h;h;h;h;618772;329532;948304;No Activo
1464;2020-12-02 08:52:57.506;h;h;h;h;h;618536;329768;948304;No Activo
1465;2020-12-02 08:52:57.740;h;h;h;h;h;618820;329484;948304;No Activo
1466;2020-12-02 08:52:57.997;h;h;h;h;h;618812;329492;948304;No Activo
1467;2020-12-02 08:52:58.259;h;h;h;h;h;618820;329484;948304;No Activo
1468;2020-12-02 08:52:58.492;h;h;h;h;h;618796;329508;948304;No Activo
1469;2020-12-02 08:52:58.725;h;h;h;h;h;618796;329508;948304;No Activo
1470;2020-12-02 08:52:58.958;h;h;h;h;h;618852;329452;948304;No Activo
1471;2020-12-02 08:52:59.217;h;h;h;h;h;619072;329232;948304;No Activo
1472;2020-12-02 08:52:59.478;h;h;h;h;h;619048;329256;948304;No Activo
1473;2020-12-02 08:52:59.711;h;h;h;h;h;618796;329508;948304;No Activo
1474;2020-12-02 08:52:59.945;h;h;h;h;h;619048;329256;948304;No Activo
1475;2020-12-02 08:53:00.178;h;h;h;h;h;618844;329460;948304;No Activo
1476;2020-12-02 08:53:00.436;h;h;h;h;h;618568;329736;948304;No Activo
1477;2020-12-02 08:53:00.694;h;h;h;h;h;618560;329744;948304;No Activo
1478;2020-12-02 08:53:00.926;h;h;h;h;h;618544;329760;948304;No Activo
1479;2020-12-02 08:53:01.157;h;h;h;h;h;618308;329996;948304;No Activo
1480;2020-12-02 08:53:01.390;h;h;h;h;h;618308;329996;948304;No Activo
1481;2020-12-02 08:53:01.653;h;h;h;h;h;617788;330516;948304;No Activo
1482;2020-12-02 08:53:01.914;h;h;h;h;h;617492;330812;948304;No Activo
1483;2020-12-02 08:53:02.145;h;h;h;h;h;617760;330544;948304;No Activo
1484;2020-12-02 08:53:02.377;h;h;h;h;h;617812;330492;948304;No Activo
1485;2020-12-02 08:53:02.609;h;h;h;h;h;617560;330744;948304;No Activo
1486;2020-12-02 08:53:02.870;h;h;h;h;h;617552;330752;948304;No Activo
1487;2020-12-02 08:53:03.126;h;h;h;h;h;617820;330484;948304;No Activo
1488;2020-12-02 08:53:03.358;h;h;h;h;h;617552;330752;948304;No Activo
1489;2020-12-02 08:53:03.590;h;h;h;h;h;617536;330768;948304;No Activo
1490;2020-12-02 08:53:03.822;h;h;h;h;h;617584;330720;948304;No Activo
1491;2020-12-02 08:53:04.081;h;h;h;h;h;617836;330468;948304;No Activo
1492;2020-12-02 08:53:04.313;h;h;h;h;h;617820;330484;948304;No Activo
1493;2020-12-02 08:53:04.544;h;h;h;h;h;618340;329964;948304;No Activo
1494;2020-12-02 08:53:04.776;h;h;h;h;h;618892;329412;948304;No Activo
1495;2020-12-02 08:53:05.033;h;h;h;h;h;619064;329240;948304;No Activo
1496;2020-12-02 08:53:05.290;h;h;h;h;h;618576;329728;948304;No Activo
1497;2020-12-02 08:53:05.522;h;h;h;h;h;618812;329492;948304;No Activo
1498;2020-12-02 08:53:05.753;h;h;h;h;h;618828;329476;948304;No Activo
1499;2020-12-02 08:53:05.985;h;h;h;h;h;619080;329224;948304;No Activo
1500;2020-12-02 08:53:06.242;h;h;h;h;h;618812;329492;948304;No Activo
1501;2020-12-02 08:53:06.499;h;h;h;h;h;619064;329240;948304;No Activo
1502;2020-12-02 08:53:06.731;h;h;h;h;h;618796;329508;948304;No Activo
1503;2020-12-02 08:53:06.962;h;h;h;h;h;618796;329508;948304;No Activo
1504;2020-12-02 08:53:07.194;h;h;h;h;h;618544;329760;948304;No Activo
1505;2020-12-02 08:53:07.451;h;h;h;h;h;618828;329476;948304;No Activo
1506;2020-12-02 08:53:07.708;h;h;h;h;h;618812;329492;948304;No Activo
1507;2020-12-02 08:53:07.941;h;h;h;h;h;619064;329240;948304;No Activo
1508;2020-12-02 08:53:08.175;h;h;h;h;h;619064;329240;948304;No Activo
1509;2020-12-02 08:53:08.409;h;h;h;h;h;618836;329468;948304;No Activo
1510;2020-12-02 08:53:08.666;h;h;h;h;h;618836;329468;948304;No Activo
1511;2020-12-02 08:53:08.923;h;h;h;h;h;618852;329452;948304;No Activo
1512;2020-12-02 08:53:09.155;h;h;h;h;h;618608;329696;948304;No Activo
1513;2020-12-02 08:53:09.389;h;h;h;h;h;618592;329712;948304;No Activo
1514;2020-12-02 08:53:09.621;h;h;h;h;h;618860;329444;948304;No Activo
1515;2020-12-02 08:53:09.878;h;h;h;h;h;618844;329460;948304;No Activo
1516;2020-12-02 08:53:10.138;h;h;h;h;h;618860;329444;948304;No Activo
1517;2020-12-02 08:53:10.372;h;h;h;h;h;619096;329208;948304;No Activo
1518;2020-12-02 08:53:10.604;h;h;h;h;h;619128;329176;948304;No Activo
1519;2020-12-02 08:53:10.837;h;h;h;h;h;619112;329192;948304;No Activo
1520;2020-12-02 08:53:11.096;h;h;h;h;h;618844;329460;948304;No Activo
1521;2020-12-02 08:53:11.357;h;h;h;h;h;618860;329444;948304;No Activo
1522;2020-12-02 08:53:11.591;h;h;h;h;h;619112;329192;948304;No Activo
1523;2020-12-02 08:53:11.823;h;h;h;h;h;618608;329696;948304;No Activo
1524;2020-12-02 08:53:12.057;h;h;h;h;h;618560;329744;948304;No Activo
1525;2020-12-02 08:53:12.317;h;h;h;h;h;618568;329736;948304;No Activo
1526;2020-12-02 08:53:12.577;h;h;h;h;h;618592;329712;948304;No Activo
1527;2020-12-02 08:53:12.811;h;h;h;h;h;618576;329728;948304;No Activo
1528;2020-12-02 08:53:13.043;h;h;h;h;h;618324;329980;948304;No Activo
1529;2020-12-02 08:53:13.276;h;h;h;h;h;618088;330216;948304;No Activo
1530;2020-12-02 08:53:13.535;h;h;h;h;h;617820;330484;948304;No Activo
1531;2020-12-02 08:53:13.792;h;h;h;h;h;618072;330232;948304;No Activo
1532;2020-12-02 08:53:14.024;h;h;h;h;h;617820;330484;948304;No Activo
1533;2020-12-02 08:53:14.259;h;h;h;h;h;617852;330452;948304;No Activo
1534;2020-12-02 08:53:14.490;h;h;h;h;h;618104;330200;948304;No Activo
1535;2020-12-02 08:53:14.748;h;h;h;h;h;618364;329940;948304;No Activo
1536;2020-12-02 08:53:15.006;h;h;h;h;h;618868;329436;948304;No Activo
1537;2020-12-02 08:53:15.238;h;h;h;h;h;618884;329420;948304;No Activo
1538;2020-12-02 08:53:15.470;h;h;h;h;h;618884;329420;948304;No Activo
1539;2020-12-02 08:53:15.704;h;h;h;h;h;618356;329948;948304;No Activo
1540;2020-12-02 08:53:15.965;h;h;h;h;h;618600;329704;948304;No Activo
1541;2020-12-02 08:53:16.225;h;h;h;h;h;618592;329712;948304;No Activo
1542;2020-12-02 08:53:16.457;h;h;h;h;h;618592;329712;948304;No Activo
1543;2020-12-02 08:53:16.689;h;h;h;h;h;617248;331056;948304;No Activo
1544;2020-12-02 08:53:16.922;h;h;h;h;h;617288;331016;948304;No Activo
1545;2020-12-02 08:53:17.180;h;h;h;h;h;617580;330724;948304;No Activo
1546;2020-12-02 08:53:17.439;h;h;h;h;h;617860;330444;948304;No Activo
1547;2020-12-02 08:53:17.672;h;h;h;h;h;617784;330520;948304;No Activo
1548;2020-12-02 08:53:17.904;h;h;h;h;h;618044;330260;948304;No Activo
1549;2020-12-02 08:53:18.136;h;h;h;h;h;617272;331032;948304;No Activo
1550;2020-12-02 08:53:18.394;h;h;h;h;h;617600;330704;948304;No Activo
1551;2020-12-02 08:53:18.653;h;h;h;h;h;617600;330704;948304;No Activo
1552;2020-12-02 08:53:18.885;h;h;h;h;h;617852;330452;948304;No Activo
1553;2020-12-02 08:53:19.118;h;h;h;h;h;617600;330704;948304;No Activo
1554;2020-12-02 08:53:19.350;h;h;h;h;h;617836;330468;948304;No Activo
1555;2020-12-02 08:53:19.606;h;h;h;h;h;617836;330468;948304;No Activo
1556;2020-12-02 08:53:19.863;h;h;h;h;h;618020;330284;948304;No Activo
1557;2020-12-02 08:53:20.098;h;h;h;h;h;616608;331696;948304;No Activo
1558;2020-12-02 08:53:20.329;h;h;h;h;h;616856;331448;948304;No Activo
1559;2020-12-02 08:53:20.562;h;h;h;h;h;617108;331196;948304;No Activo
1560;2020-12-02 08:53:20.820;h;h;h;h;h;617368;330936;948304;No Activo
1561;2020-12-02 08:53:21.077;h;h;h;h;h;617604;330700;948304;No Activo
1562;2020-12-02 08:53:21.311;h;h;h;h;h;617628;330676;948304;No Activo
1563;2020-12-02 08:53:21.544;h;h;h;h;h;617888;330416;948304;No Activo
1564;2020-12-02 08:53:21.777;h;h;h;h;h;617944;330360;948304;No Activo
1565;2020-12-02 08:53:22.036;h;h;h;h;h;617952;330352;948304;No Activo
1566;2020-12-02 08:53:22.296;h;h;h;h;h;610404;337900;948304;No Activo
1567;2020-12-02 08:53:22.537;h;h;h;h;h;609908;338396;948304;No Activo
1568;2020-12-02 08:53:22.770;h;h;h;h;h;609664;338640;948304;No Activo
1569;2020-12-02 08:53:23.004;h;h;h;h;h;609924;338380;948304;No Activo
1570;2020-12-02 08:53:23.264;h;h;h;h;h;609908;338396;948304;No Activo
1571;2020-12-02 08:53:23.525;h;h;h;h;h;609840;338464;948304;No Activo
1572;2020-12-02 08:53:23.757;h;h;h;h;h;609888;338416;948304;No Activo
1573;2020-12-02 08:53:23.991;h;h;h;h;h;609880;338424;948304;No Activo
1574;2020-12-02 08:53:24.230;h;h;h;h;h;616704;331600;948304;No Activo
1575;2020-12-02 08:53:24.489;h;h;h;h;h;616696;331608;948304;No Activo
1576;2020-12-02 08:53:24.749;h;h;h;h;h;616712;331592;948304;No Activo
1577;2020-12-02 08:53:24.983;h;h;h;h;h;616728;331576;948304;No Activo
1578;2020-12-02 08:53:25.216;h;h;h;h;h;616736;331568;948304;No Activo
1579;2020-12-02 08:53:25.448;h;h;h;h;h;617044;331260;948304;No Activo
1580;2020-12-02 08:53:25.708;h;h;h;h;h;617028;331276;948304;No Activo
1581;2020-12-02 08:53:25.968;h;h;h;h;h;617028;331276;948304;No Activo
1582;2020-12-02 08:53:26.205;h;h;h;h;h;616432;331872;948304;No Activo
1583;2020-12-02 08:53:26.439;h;h;h;h;h;616424;331880;948304;No Activo
1584;2020-12-02 08:53:26.672;h;h;h;h;h;616492;331812;948304;No Activo
1585;2020-12-02 08:53:26.930;h;h;h;h;h;616712;331592;948304;No Activo
1586;2020-12-02 08:53:27.190;h;h;h;h;h;616712;331592;948304;No Activo
1587;2020-12-02 08:53:27.424;h;h;h;h;h;616948;331356;948304;No Activo
1588;2020-12-02 08:53:27.658;h;h;h;h;h;616964;331340;948304;No Activo
1589;2020-12-02 08:53:27.892;h;h;h;h;h;616948;331356;948304;No Activo
1590;2020-12-02 08:53:28.153;h;h;h;h;h;616704;331600;948304;No Activo
1591;2020-12-02 08:53:28.414;h;h;h;h;h;616704;331600;948304;No Activo
1592;2020-12-02 08:53:28.647;h;h;h;h;h;616696;331608;948304;No Activo
1593;2020-12-02 08:53:28.880;h;h;h;h;h;616688;331616;948304;No Activo
1594;2020-12-02 08:53:29.114;h;h;h;h;h;616688;331616;948304;No Activo
1595;2020-12-02 08:53:29.378;h;h;h;h;h;617872;330432;948304;No Activo
1596;2020-12-02 08:53:29.640;h;h;h;h;h;617912;330392;948304;No Activo
1597;2020-12-02 08:53:29.873;h;h;h;h;h;617740;330564;948304;No Activo
1598;2020-12-02 08:53:30.105;h;h;h;h;h;617740;330564;948304;No Activo
1599;2020-12-02 08:53:30.340;h;h;h;h;h;618020;330284;948304;No Activo
1600;2020-12-02 08:53:30.597;h;h;h;h;h;617972;330332;948304;No Activo
1601;2020-12-02 08:53:30.855;h;h;h;h;h;617988;330316;948304;No Activo
1602;2020-12-02 08:53:31.087;h;h;h;h;h;617720;330584;948304;No Activo
1603;2020-12-02 08:53:31.320;h;h;h;h;h;617196;331108;948304;No Activo
1604;2020-12-02 08:53:31.552;h;h;h;h;h;617180;331124;948304;No Activo
1605;2020-12-02 08:53:31.809;h;h;h;h;h;617424;330880;948304;No Activo
1606;2020-12-02 08:53:32.068;h;h;h;h;h;617164;331140;948304;No Activo
1607;2020-12-02 08:53:32.300;h;h;h;h;h;616912;331392;948304;No Activo
1608;2020-12-02 08:53:32.533;h;h;h;h;h;616896;331408;948304;No Activo
1609;2020-12-02 08:53:32.765;h;h;h;h;h;617232;331072;948304;No Activo
1610;2020-12-02 08:53:33.022;h;h;h;h;h;617224;331080;948304;No Activo
1611;2020-12-02 08:53:33.280;h;h;h;h;h;617240;331064;948304;No Activo
1612;2020-12-02 08:53:33.512;h;h;h;h;h;617224;331080;948304;No Activo
1613;2020-12-02 08:53:33.744;h;h;h;h;h;617224;331080;948304;No Activo
1614;2020-12-02 08:53:33.976;h;h;h;h;h;617256;331048;948304;No Activo
1615;2020-12-02 08:53:34.235;h;h;h;h;h;617224;331080;948304;No Activo
1616;2020-12-02 08:53:34.492;h;h;h;h;h;616972;331332;948304;No Activo
1617;2020-12-02 08:53:34.724;h;h;h;h;h;617224;331080;948304;No Activo
1618;2020-12-02 08:53:34.956;h;h;h;h;h;617224;331080;948304;No Activo
1619;2020-12-02 08:53:35.188;h;h;h;h;h;617208;331096;948304;No Activo
1620;2020-12-02 08:53:35.450;h;h;h;h;h;617264;331040;948304;No Activo
1621;2020-12-02 08:53:35.712;h;h;h;h;h;617020;331284;948304;No Activo
1622;2020-12-02 08:53:35.946;h;h;h;h;h;616988;331316;948304;No Activo
1623;2020-12-02 08:53:36.180;h;h;h;h;h;617240;331064;948304;No Activo
1624;2020-12-02 08:53:36.413;h;h;h;h;h;617256;331048;948304;No Activo
1625;2020-12-02 08:53:36.670;h;h;h;h;h;617476;330828;948304;No Activo
1626;2020-12-02 08:53:36.928;h;h;h;h;h;617476;330828;948304;No Activo
1627;2020-12-02 08:53:37.163;h;h;h;h;h;617516;330788;948304;No Activo
1628;2020-12-02 08:53:37.397;h;h;h;h;h;617492;330812;948304;No Activo
1629;2020-12-02 08:53:37.630;h;h;h;h;h;616456;331848;948304;No Activo
1630;2020-12-02 08:53:37.864;h;h;h;h;h;616424;331880;948304;No Activo
1631;2020-12-02 08:53:38.098;h;h;h;h;h;616684;331620;948304;No Activo
1632;2020-12-02 08:53:38.331;h;h;h;h;h;617012;331292;948304;No Activo
1633;2020-12-02 08:53:38.588;h;h;h;h;h;617264;331040;948304;No Activo
1634;2020-12-02 08:53:38.846;h;h;h;h;h;617500;330804;948304;No Activo
1635;2020-12-02 08:53:39.080;h;h;h;h;h;617484;330820;948304;No Activo
1636;2020-12-02 08:53:39.314;h;h;h;h;h;611712;336592;948304;No Activo
1637;2020-12-02 08:53:39.559;h;h;h;h;h;610460;337844;948304;No Activo
1638;2020-12-02 08:53:39.820;h;h;h;h;h;610192;338112;948304;No Activo
1639;2020-12-02 08:53:40.078;h;h;h;h;h;610360;337944;948304;No Activo
1640;2020-12-02 08:53:40.336;h;h;h;h;h;610172;338132;948304;No Activo
1641;2020-12-02 08:53:40.594;h;h;h;h;h;609968;338336;948304;No Activo
1642;2020-12-02 08:53:40.826;h;h;h;h;h;610220;338084;948304;No Activo
1643;2020-12-02 08:53:41.058;h;h;h;h;h;610204;338100;948304;No Activo
1644;2020-12-02 08:53:41.290;h;h;h;h;h;610472;337832;948304;No Activo
1645;2020-12-02 08:53:41.549;h;h;h;h;h;610204;338100;948304;No Activo
1646;2020-12-02 08:53:41.807;h;h;h;h;h;610188;338116;948304;No Activo
1647;2020-12-02 08:53:42.040;h;h;h;h;h;610464;337840;948304;No Activo
1648;2020-12-02 08:53:42.272;h;h;h;h;h;617292;331012;948304;No Activo
1649;2020-12-02 08:53:42.504;h;h;h;h;h;618232;330072;948304;No Activo
1650;2020-12-02 08:53:42.735;h;h;h;h;h;618248;330056;948304;No Activo
1651;2020-12-02 08:53:42.968;h;h;h;h;h;611492;336812;948304;No Activo
1652;2020-12-02 08:53:43.200;h;h;h;h;h;611476;336828;948304;No Activo
1653;2020-12-02 08:53:43.457;h;h;h;h;h;611496;336808;948304;No Activo
1654;2020-12-02 08:53:43.717;h;h;h;h;h;611480;336824;948304;No Activo
1655;2020-12-02 08:53:43.949;h;h;h;h;h;611428;336876;948304;No Activo
1656;2020-12-02 08:53:44.182;h;h;h;h;h;611664;336640;948304;No Activo
1657;2020-12-02 08:53:44.414;h;h;h;h;h;611480;336824;948304;No Activo
1658;2020-12-02 08:53:44.671;h;h;h;h;h;611480;336824;948304;No Activo
1659;2020-12-02 08:53:44.929;h;h;h;h;h;611244;337060;948304;No Activo
1660;2020-12-02 08:53:45.161;h;h;h;h;h;611480;336824;948304;No Activo
1661;2020-12-02 08:53:45.393;h;h;h;h;h;611008;337296;948304;No Activo
1662;2020-12-02 08:53:45.625;h;h;h;h;h;611228;337076;948304;No Activo
1663;2020-12-02 08:53:45.885;h;h;h;h;h;611252;337052;948304;No Activo
1664;2020-12-02 08:53:46.143;h;h;h;h;h;611488;336816;948304;No Activo
1665;2020-12-02 08:53:46.375;h;h;h;h;h;611252;337052;948304;No Activo
1666;2020-12-02 08:53:46.607;h;h;h;h;h;611488;336816;948304;No Activo
1667;2020-12-02 08:53:46.839;h;h;h;h;h;611472;336832;948304;No Activo
1668;2020-12-02 08:53:47.099;h;h;h;h;h;611488;336816;948304;No Activo
1669;2020-12-02 08:53:47.357;h;h;h;h;h;611236;337068;948304;No Activo
1670;2020-12-02 08:53:47.588;h;h;h;h;h;611488;336816;948304;No Activo
1671;2020-12-02 08:53:47.821;h;h;h;h;h;611472;336832;948304;No Activo
1672;2020-12-02 08:53:48.053;h;h;h;h;h;611740;336564;948304;No Activo
1673;2020-12-02 08:53:48.313;h;h;h;h;h;611268;337036;948304;No Activo
1674;2020-12-02 08:53:48.544;h;h;h;h;h;611740;336564;948304;No Activo
1675;2020-12-02 08:53:48.775;h;h;h;h;h;612244;336060;948304;No Activo
1676;2020-12-02 08:53:49.007;h;h;h;h;h;612496;335808;948304;No Activo
1677;2020-12-02 08:53:49.265;h;h;h;h;h;612764;335540;948304;No Activo
1678;2020-12-02 08:53:49.523;h;h;h;h;h;612748;335556;948304;No Activo
1679;2020-12-02 08:53:49.754;h;h;h;h;h;612756;335548;948304;No Activo
1680;2020-12-02 08:53:49.986;h;h;h;h;h;612496;335808;948304;No Activo
1681;2020-12-02 08:53:50.218;h;h;h;h;h;612504;335800;948304;No Activo
1682;2020-12-02 08:53:50.475;h;h;h;h;h;612480;335824;948304;No Activo
1683;2020-12-02 08:53:50.733;h;h;h;h;h;612772;335532;948304;No Activo
1684;2020-12-02 08:53:50.964;h;h;h;h;h;612520;335784;948304;No Activo
1685;2020-12-02 08:53:51.196;h;h;h;h;h;612788;335516;948304;No Activo
1686;2020-12-02 08:53:51.428;h;h;h;h;h;612756;335548;948304;No Activo
1687;2020-12-02 08:53:51.685;h;h;h;h;h;613024;335280;948304;No Activo
1688;2020-12-02 08:53:51.944;h;h;h;h;h;612252;336052;948304;No Activo
1689;2020-12-02 08:53:52.176;h;h;h;h;h;612236;336068;948304;No Activo
1690;2020-12-02 08:53:52.407;h;h;h;h;h;612016;336288;948304;No Activo
1691;2020-12-02 08:53:52.639;h;h;h;h;h;612252;336052;948304;No Activo
1692;2020-12-02 08:53:52.896;h;h;h;h;h;612016;336288;948304;No Activo
1693;2020-12-02 08:53:53.156;h;h;h;h;h;612268;336036;948304;No Activo
1694;2020-12-02 08:53:53.390;h;h;h;h;h;612252;336052;948304;No Activo
1695;2020-12-02 08:53:53.622;h;h;h;h;h;612268;336036;948304;No Activo
1696;2020-12-02 08:53:53.854;h;h;h;h;h;612276;336028;948304;No Activo
1697;2020-12-02 08:53:54.115;h;h;h;h;h;612252;336052;948304;No Activo
1698;2020-12-02 08:53:54.375;h;h;h;h;h;612520;335784;948304;No Activo
1699;2020-12-02 08:53:54.607;h;h;h;h;h;612552;335752;948304;No Activo
1700;2020-12-02 08:53:54.841;h;h;h;h;h;612252;336052;948304;No Activo
1701;2020-12-02 08:53:55.075;h;h;h;h;h;612252;336052;948304;No Activo
1702;2020-12-02 08:53:55.335;h;h;h;h;h;612460;335844;948304;No Activo
1703;2020-12-02 08:53:55.595;h;h;h;h;h;612260;336044;948304;No Activo
1704;2020-12-02 08:53:55.828;h;h;h;h;h;612316;335988;948304;No Activo
1705;2020-12-02 08:53:56.062;h;h;h;h;h;612032;336272;948304;No Activo
1706;2020-12-02 08:53:56.296;h;h;h;h;h;612324;335980;948304;No Activo
1707;2020-12-02 08:53:56.556;h;h;h;h;h;612292;336012;948304;No Activo
1708;2020-12-02 08:53:56.816;h;h;h;h;h;612276;336028;948304;No Activo
