N° medida;Fecha;Voltaje Shunt;Voltaje Bus;Voltaje total;Corriente;Potencia;Memoria Libre; Memoria Usada;Memoria Total;Proceso Node
1016;2020-12-02 08:51:08.818;h;h;h;h;h;618068;330236;948304;No Activo
1017;2020-12-02 08:51:09.050;h;h;h;h;h;618328;329976;948304;No Activo
1018;2020-12-02 08:51:09.282;h;h;h;h;h;618092;330212;948304;No Activo
1019;2020-12-02 08:51:09.513;h;h;h;h;h;618076;330228;948304;No Activo
1020;2020-12-02 08:51:09.771;h;h;h;h;h;618336;329968;948304;No Activo
1021;2020-12-02 08:51:10.027;h;h;h;h;h;618084;330220;948304;No Activo
1022;2020-12-02 08:51:10.259;h;h;h;h;h;618084;330220;948304;No Activo
1023;2020-12-02 08:51:10.491;h;h;h;h;h;618068;330236;948304;No Activo
1024;2020-12-02 08:51:10.722;h;h;h;h;h;618336;329968;948304;No Activo
1025;2020-12-02 08:51:10.980;h;h;h;h;h;618320;329984;948304;No Activo
1026;2020-12-02 08:51:11.236;h;h;h;h;h;618084;330220;948304;No Activo
1027;2020-12-02 08:51:11.468;h;h;h;h;h;618068;330236;948304;No Activo
1028;2020-12-02 08:51:11.700;h;h;h;h;h;618068;330236;948304;No Activo
1029;2020-12-02 08:51:11.932;h;h;h;h;h;618084;330220;948304;No Activo
1030;2020-12-02 08:51:12.188;h;h;h;h;h;618084;330220;948304;No Activo
1031;2020-12-02 08:51:12.446;h;h;h;h;h;618084;330220;948304;No Activo
1032;2020-12-02 08:51:12.677;h;h;h;h;h;618116;330188;948304;No Activo
1033;2020-12-02 08:51:12.910;h;h;h;h;h;618336;329968;948304;No Activo
1034;2020-12-02 08:51:13.141;h;h;h;h;h;618116;330188;948304;No Activo
1035;2020-12-02 08:51:13.398;h;h;h;h;h;618336;329968;948304;No Activo
1036;2020-12-02 08:51:13.655;h;h;h;h;h;618084;330220;948304;No Activo
1037;2020-12-02 08:51:13.887;h;h;h;h;h;618084;330220;948304;No Activo
1038;2020-12-02 08:51:14.118;h;h;h;h;h;618084;330220;948304;No Activo
1039;2020-12-02 08:51:14.350;h;h;h;h;h;618084;330220;948304;No Activo
1040;2020-12-02 08:51:14.607;h;h;h;h;h;618100;330204;948304;No Activo
1041;2020-12-02 08:51:14.864;h;h;h;h;h;618092;330212;948304;No Activo
1042;2020-12-02 08:51:15.096;h;h;h;h;h;618092;330212;948304;No Activo
1043;2020-12-02 08:51:15.327;h;h;h;h;h;618344;329960;948304;No Activo
1044;2020-12-02 08:51:15.559;h;h;h;h;h;618092;330212;948304;No Activo
1045;2020-12-02 08:51:15.818;h;h;h;h;h;618108;330196;948304;No Activo
1046;2020-12-02 08:51:16.075;h;h;h;h;h;618092;330212;948304;No Activo
1047;2020-12-02 08:51:16.307;h;h;h;h;h;618352;329952;948304;No Activo
1048;2020-12-02 08:51:16.539;h;h;h;h;h;618352;329952;948304;No Activo
1049;2020-12-02 08:51:16.771;h;h;h;h;h;617832;330472;948304;No Activo
1050;2020-12-02 08:51:17.028;h;h;h;h;h;617832;330472;948304;No Activo
1051;2020-12-02 08:51:17.259;h;h;h;h;h;617580;330724;948304;No Activo
1052;2020-12-02 08:51:17.491;h;h;h;h;h;617732;330572;948304;No Activo
1053;2020-12-02 08:51:17.722;h;h;h;h;h;617260;331044;948304;No Activo
1054;2020-12-02 08:51:17.980;h;h;h;h;h;617596;330708;948304;No Activo
1055;2020-12-02 08:51:18.237;h;h;h;h;h;617596;330708;948304;No Activo
1056;2020-12-02 08:51:18.469;h;h;h;h;h;617864;330440;948304;No Activo
1057;2020-12-02 08:51:18.701;h;h;h;h;h;617864;330440;948304;No Activo
1058;2020-12-02 08:51:18.933;h;h;h;h;h;617848;330456;948304;No Activo
1059;2020-12-02 08:51:19.190;h;h;h;h;h;617848;330456;948304;No Activo
1060;2020-12-02 08:51:19.448;h;h;h;h;h;617848;330456;948304;No Activo
1061;2020-12-02 08:51:19.679;h;h;h;h;h;617596;330708;948304;No Activo
1062;2020-12-02 08:51:19.911;h;h;h;h;h;617596;330708;948304;No Activo
1063;2020-12-02 08:51:20.142;h;h;h;h;h;617780;330524;948304;No Activo
1064;2020-12-02 08:51:20.399;h;h;h;h;h;617780;330524;948304;No Activo
1065;2020-12-02 08:51:20.656;h;h;h;h;h;617796;330508;948304;No Activo
1066;2020-12-02 08:51:20.888;h;h;h;h;h;617612;330692;948304;No Activo
1067;2020-12-02 08:51:21.119;h;h;h;h;h;617864;330440;948304;No Activo
1068;2020-12-02 08:51:21.352;h;h;h;h;h;617848;330456;948304;No Activo
1069;2020-12-02 08:51:21.608;h;h;h;h;h;617596;330708;948304;No Activo
1070;2020-12-02 08:51:21.865;h;h;h;h;h;617596;330708;948304;No Activo
1071;2020-12-02 08:51:22.097;h;h;h;h;h;617612;330692;948304;No Activo
1072;2020-12-02 08:51:22.329;h;h;h;h;h;617612;330692;948304;No Activo
1073;2020-12-02 08:51:22.560;h;h;h;h;h;617620;330684;948304;No Activo
1074;2020-12-02 08:51:22.817;h;h;h;h;h;617604;330700;948304;No Activo
1075;2020-12-02 08:51:23.074;h;h;h;h;h;617604;330700;948304;No Activo
1076;2020-12-02 08:51:23.306;h;h;h;h;h;617352;330952;948304;No Activo
1077;2020-12-02 08:51:23.538;h;h;h;h;h;617352;330952;948304;No Activo
1078;2020-12-02 08:51:23.770;h;h;h;h;h;617604;330700;948304;No Activo
1079;2020-12-02 08:51:24.027;h;h;h;h;h;617604;330700;948304;No Activo
1080;2020-12-02 08:51:24.284;h;h;h;h;h;617856;330448;948304;No Activo
1081;2020-12-02 08:51:24.515;h;h;h;h;h;617336;330968;948304;No Activo
1082;2020-12-02 08:51:24.747;h;h;h;h;h;617376;330928;948304;No Activo
1083;2020-12-02 08:51:24.979;h;h;h;h;h;617612;330692;948304;No Activo
1084;2020-12-02 08:51:25.236;h;h;h;h;h;617604;330700;948304;No Activo
1085;2020-12-02 08:51:25.494;h;h;h;h;h;617604;330700;948304;No Activo
1086;2020-12-02 08:51:25.725;h;h;h;h;h;617620;330684;948304;No Activo
1087;2020-12-02 08:51:25.957;h;h;h;h;h;617856;330448;948304;No Activo
1088;2020-12-02 08:51:26.188;h;h;h;h;h;617604;330700;948304;No Activo
1089;2020-12-02 08:51:26.448;h;h;h;h;h;617336;330968;948304;No Activo
1090;2020-12-02 08:51:26.704;h;h;h;h;h;617336;330968;948304;No Activo
1091;2020-12-02 08:51:26.936;h;h;h;h;h;617604;330700;948304;No Activo
1092;2020-12-02 08:51:27.168;h;h;h;h;h;617604;330700;948304;No Activo
1093;2020-12-02 08:51:27.400;h;h;h;h;h;617604;330700;948304;No Activo
1094;2020-12-02 08:51:27.657;h;h;h;h;h;617604;330700;948304;No Activo
1095;2020-12-02 08:51:27.888;h;h;h;h;h;617604;330700;948304;No Activo
1096;2020-12-02 08:51:28.120;h;h;h;h;h;617856;330448;948304;No Activo
1097;2020-12-02 08:51:28.352;h;h;h;h;h;617612;330692;948304;No Activo
1098;2020-12-02 08:51:28.609;h;h;h;h;h;617360;330944;948304;No Activo
1099;2020-12-02 08:51:28.866;h;h;h;h;h;617612;330692;948304;No Activo
1100;2020-12-02 08:51:29.098;h;h;h;h;h;617360;330944;948304;No Activo
1101;2020-12-02 08:51:29.330;h;h;h;h;h;617644;330660;948304;No Activo
1102;2020-12-02 08:51:29.562;h;h;h;h;h;618148;330156;948304;No Activo
1103;2020-12-02 08:51:29.819;h;h;h;h;h;618408;329896;948304;No Activo
1104;2020-12-02 08:51:30.076;h;h;h;h;h;618896;329408;948304;No Activo
1105;2020-12-02 08:51:30.307;h;h;h;h;h;618628;329676;948304;No Activo
1106;2020-12-02 08:51:30.539;h;h;h;h;h;618896;329408;948304;No Activo
1107;2020-12-02 08:51:30.771;h;h;h;h;h;618644;329660;948304;No Activo
1108;2020-12-02 08:51:31.027;h;h;h;h;h;618880;329424;948304;No Activo
1109;2020-12-02 08:51:31.284;h;h;h;h;h;618896;329408;948304;No Activo
1110;2020-12-02 08:51:31.516;h;h;h;h;h;618904;329400;948304;No Activo
1111;2020-12-02 08:51:31.748;h;h;h;h;h;618276;330028;948304;No Activo
1112;2020-12-02 08:51:31.981;h;h;h;h;h;618576;329728;948304;No Activo
1113;2020-12-02 08:51:32.237;h;h;h;h;h;618308;329996;948304;No Activo
1114;2020-12-02 08:51:32.498;h;h;h;h;h;618132;330172;948304;No Activo
1115;2020-12-02 08:51:32.732;h;h;h;h;h;617896;330408;948304;No Activo
1116;2020-12-02 08:51:32.964;h;h;h;h;h;617912;330392;948304;No Activo
1117;2020-12-02 08:51:33.197;h;h;h;h;h;617920;330384;948304;No Activo
1118;2020-12-02 08:51:33.456;h;h;h;h;h;618140;330164;948304;No Activo
1119;2020-12-02 08:51:33.717;h;h;h;h;h;618392;329912;948304;No Activo
1120;2020-12-02 08:51:33.951;h;h;h;h;h;618392;329912;948304;No Activo
1121;2020-12-02 08:51:34.183;h;h;h;h;h;618424;329880;948304;No Activo
1122;2020-12-02 08:51:34.416;h;h;h;h;h;618440;329864;948304;No Activo
1123;2020-12-02 08:51:34.675;h;h;h;h;h;618408;329896;948304;No Activo
1124;2020-12-02 08:51:34.935;h;h;h;h;h;618408;329896;948304;No Activo
1125;2020-12-02 08:51:35.167;h;h;h;h;h;618424;329880;948304;No Activo
1126;2020-12-02 08:51:35.401;h;h;h;h;h;618392;329912;948304;No Activo
1127;2020-12-02 08:51:35.635;h;h;h;h;h;618440;329864;948304;No Activo
1128;2020-12-02 08:51:35.895;h;h;h;h;h;618416;329888;948304;No Activo
1129;2020-12-02 08:51:36.155;h;h;h;h;h;618400;329904;948304;No Activo
1130;2020-12-02 08:51:36.387;h;h;h;h;h;618384;329920;948304;No Activo
1131;2020-12-02 08:51:36.618;h;h;h;h;h;618132;330172;948304;No Activo
1132;2020-12-02 08:51:36.850;h;h;h;h;h;618384;329920;948304;No Activo
1133;2020-12-02 08:51:37.107;h;h;h;h;h;618148;330156;948304;No Activo
1134;2020-12-02 08:51:37.364;h;h;h;h;h;618132;330172;948304;No Activo
1135;2020-12-02 08:51:37.596;h;h;h;h;h;617896;330408;948304;No Activo
1136;2020-12-02 08:51:37.827;h;h;h;h;h;618132;330172;948304;No Activo
1137;2020-12-02 08:51:38.059;h;h;h;h;h;618132;330172;948304;No Activo
1138;2020-12-02 08:51:38.316;h;h;h;h;h;618132;330172;948304;No Activo
1139;2020-12-02 08:51:38.573;h;h;h;h;h;618132;330172;948304;No Activo
1140;2020-12-02 08:51:38.804;h;h;h;h;h;618132;330172;948304;No Activo
1141;2020-12-02 08:51:39.036;h;h;h;h;h;617880;330424;948304;No Activo
1142;2020-12-02 08:51:39.267;h;h;h;h;h;618132;330172;948304;No Activo
1143;2020-12-02 08:51:39.524;h;h;h;h;h;618132;330172;948304;No Activo
1144;2020-12-02 08:51:39.782;h;h;h;h;h;618132;330172;948304;No Activo
1145;2020-12-02 08:51:40.014;h;h;h;h;h;617904;330400;948304;No Activo
1146;2020-12-02 08:51:40.249;h;h;h;h;h;618188;330116;948304;No Activo
1147;2020-12-02 08:51:40.482;h;h;h;h;h;617880;330424;948304;No Activo
1148;2020-12-02 08:51:40.739;h;h;h;h;h;618156;330148;948304;No Activo
1149;2020-12-02 08:51:40.997;h;h;h;h;h;618440;329864;948304;No Activo
1150;2020-12-02 08:51:41.230;h;h;h;h;h;618424;329880;948304;No Activo
1151;2020-12-02 08:51:41.464;h;h;h;h;h;618652;329652;948304;No Activo
1152;2020-12-02 08:51:41.699;h;h;h;h;h;618660;329644;948304;No Activo
1153;2020-12-02 08:51:41.966;h;h;h;h;h;618684;329620;948304;No Activo
1154;2020-12-02 08:51:42.226;h;h;h;h;h;618668;329636;948304;No Activo
1155;2020-12-02 08:51:42.460;h;h;h;h;h;618676;329628;948304;No Activo
1156;2020-12-02 08:51:42.694;h;h;h;h;h;618668;329636;948304;No Activo
1157;2020-12-02 08:51:42.927;h;h;h;h;h;618684;329620;948304;No Activo
1158;2020-12-02 08:51:43.186;h;h;h;h;h;618652;329652;948304;No Activo
1159;2020-12-02 08:51:43.450;h;h;h;h;h;618684;329620;948304;No Activo
1160;2020-12-02 08:51:43.682;h;h;h;h;h;618432;329872;948304;No Activo
1161;2020-12-02 08:51:43.915;h;h;h;h;h;618440;329864;948304;No Activo
1162;2020-12-02 08:51:44.148;h;h;h;h;h;618684;329620;948304;No Activo
1163;2020-12-02 08:51:44.408;h;h;h;h;h;618148;330156;948304;No Activo
1164;2020-12-02 08:51:44.668;h;h;h;h;h;617912;330392;948304;No Activo
1165;2020-12-02 08:51:44.902;h;h;h;h;h;617912;330392;948304;No Activo
1166;2020-12-02 08:51:45.136;h;h;h;h;h;617928;330376;948304;No Activo
1167;2020-12-02 08:51:45.368;h;h;h;h;h;617920;330384;948304;No Activo
1168;2020-12-02 08:51:45.627;h;h;h;h;h;618172;330132;948304;No Activo
1169;2020-12-02 08:51:45.887;h;h;h;h;h;618156;330148;948304;No Activo
1170;2020-12-02 08:51:46.120;h;h;h;h;h;618164;330140;948304;No Activo
1171;2020-12-02 08:51:46.355;h;h;h;h;h;618164;330140;948304;No Activo
1172;2020-12-02 08:51:46.587;h;h;h;h;h;618148;330156;948304;No Activo
1173;2020-12-02 08:51:46.845;h;h;h;h;h;618148;330156;948304;No Activo
1174;2020-12-02 08:51:47.078;h;h;h;h;h;618432;329872;948304;No Activo
1175;2020-12-02 08:51:47.311;h;h;h;h;h;618652;329652;948304;No Activo
1176;2020-12-02 08:51:47.546;h;h;h;h;h;618700;329604;948304;No Activo
1177;2020-12-02 08:51:47.804;h;h;h;h;h;618416;329888;948304;No Activo
1178;2020-12-02 08:51:48.037;h;h;h;h;h;618456;329848;948304;No Activo
1179;2020-12-02 08:51:48.270;h;h;h;h;h;618676;329628;948304;No Activo
1180;2020-12-02 08:51:48.504;h;h;h;h;h;618652;329652;948304;No Activo
1181;2020-12-02 08:51:48.761;h;h;h;h;h;618400;329904;948304;No Activo
1182;2020-12-02 08:51:49.018;h;h;h;h;h;618660;329644;948304;No Activo
1183;2020-12-02 08:51:49.251;h;h;h;h;h;618692;329612;948304;No Activo
1184;2020-12-02 08:51:49.484;h;h;h;h;h;618684;329620;948304;No Activo
1185;2020-12-02 08:51:49.719;h;h;h;h;h;618960;329344;948304;No Activo
1186;2020-12-02 08:51:49.981;h;h;h;h;h;618716;329588;948304;No Activo
1187;2020-12-02 08:51:50.238;h;h;h;h;h;618700;329604;948304;No Activo
1188;2020-12-02 08:51:50.498;h;h;h;h;h;618676;329628;948304;No Activo
1189;2020-12-02 08:51:50.732;h;h;h;h;h;618180;330124;948304;No Activo
1190;2020-12-02 08:51:50.964;h;h;h;h;h;618164;330140;948304;No Activo
1191;2020-12-02 08:51:51.195;h;h;h;h;h;618172;330132;948304;No Activo
1192;2020-12-02 08:51:51.454;h;h;h;h;h;618156;330148;948304;No Activo
1193;2020-12-02 08:51:51.687;h;h;h;h;h;618172;330132;948304;No Activo
1194;2020-12-02 08:51:51.919;h;h;h;h;h;618156;330148;948304;No Activo
1195;2020-12-02 08:51:52.152;h;h;h;h;h;618172;330132;948304;No Activo
1196;2020-12-02 08:51:52.411;h;h;h;h;h;618424;329880;948304;No Activo
1197;2020-12-02 08:51:52.642;h;h;h;h;h;617904;330400;948304;No Activo
1198;2020-12-02 08:51:52.875;h;h;h;h;h;618172;330132;948304;No Activo
1199;2020-12-02 08:51:53.107;h;h;h;h;h;618156;330148;948304;No Activo
1200;2020-12-02 08:51:53.371;h;h;h;h;h;618180;330124;948304;No Activo
1201;2020-12-02 08:51:53.605;h;h;h;h;h;618220;330084;948304;No Activo
1202;2020-12-02 08:51:53.837;h;h;h;h;h;618212;330092;948304;No Activo
1203;2020-12-02 08:51:54.070;h;h;h;h;h;618180;330124;948304;No Activo
1204;2020-12-02 08:51:54.332;h;h;h;h;h;618188;330116;948304;No Activo
1205;2020-12-02 08:51:54.589;h;h;h;h;h;618172;330132;948304;No Activo
1206;2020-12-02 08:51:54.822;h;h;h;h;h;618188;330116;948304;No Activo
1207;2020-12-02 08:51:55.055;h;h;h;h;h;618156;330148;948304;No Activo
1208;2020-12-02 08:51:55.288;h;h;h;h;h;618204;330100;948304;No Activo
1209;2020-12-02 08:51:55.549;h;h;h;h;h;618156;330148;948304;No Activo
1210;2020-12-02 08:51:55.806;h;h;h;h;h;618364;329940;948304;No Activo
1211;2020-12-02 08:51:56.039;h;h;h;h;h;618188;330116;948304;No Activo
1212;2020-12-02 08:51:56.273;h;h;h;h;h;618164;330140;948304;No Activo
1213;2020-12-02 08:51:56.507;h;h;h;h;h;618432;329872;948304;No Activo
1214;2020-12-02 08:51:56.764;h;h;h;h;h;618164;330140;948304;No Activo
1215;2020-12-02 08:51:57.023;h;h;h;h;h;618196;330108;948304;No Activo
1216;2020-12-02 08:51:57.256;h;h;h;h;h;618188;330116;948304;No Activo
1217;2020-12-02 08:51:57.490;h;h;h;h;h;618448;329856;948304;No Activo
1218;2020-12-02 08:51:57.722;h;h;h;h;h;618164;330140;948304;No Activo
1219;2020-12-02 08:51:57.982;h;h;h;h;h;617912;330392;948304;No Activo
1220;2020-12-02 08:51:58.215;h;h;h;h;h;618172;330132;948304;No Activo
1221;2020-12-02 08:51:58.448;h;h;h;h;h;618448;329856;948304;No Activo
1222;2020-12-02 08:51:58.681;h;h;h;h;h;618416;329888;948304;No Activo
1223;2020-12-02 08:51:58.942;h;h;h;h;h;618180;330124;948304;No Activo
1224;2020-12-02 08:51:59.176;h;h;h;h;h;618448;329856;948304;No Activo
1225;2020-12-02 08:51:59.410;h;h;h;h;h;618700;329604;948304;No Activo
1226;2020-12-02 08:51:59.642;h;h;h;h;h;618700;329604;948304;No Activo
1227;2020-12-02 08:51:59.899;h;h;h;h;h;618684;329620;948304;No Activo
1228;2020-12-02 08:52:00.156;h;h;h;h;h;618692;329612;948304;No Activo
1229;2020-12-02 08:52:00.389;h;h;h;h;h;618692;329612;948304;No Activo
1230;2020-12-02 08:52:00.623;h;h;h;h;h;618432;329872;948304;No Activo
1231;2020-12-02 08:52:00.857;h;h;h;h;h;618432;329872;948304;No Activo
1232;2020-12-02 08:52:01.117;h;h;h;h;h;618448;329856;948304;No Activo
1233;2020-12-02 08:52:01.376;h;h;h;h;h;618212;330092;948304;No Activo
1234;2020-12-02 08:52:01.608;h;h;h;h;h;618236;330068;948304;No Activo
1235;2020-12-02 08:52:01.841;h;h;h;h;h;618220;330084;948304;No Activo
1236;2020-12-02 08:52:02.074;h;h;h;h;h;618204;330100;948304;No Activo
1237;2020-12-02 08:52:02.336;h;h;h;h;h;617952;330352;948304;No Activo
1238;2020-12-02 08:52:02.570;h;h;h;h;h;618196;330108;948304;No Activo
1239;2020-12-02 08:52:02.804;h;h;h;h;h;618212;330092;948304;No Activo
1240;2020-12-02 08:52:03.037;h;h;h;h;h;618212;330092;948304;No Activo
1241;2020-12-02 08:52:03.293;h;h;h;h;h;618196;330108;948304;No Activo
1242;2020-12-02 08:52:03.528;h;h;h;h;h;618464;329840;948304;No Activo
1243;2020-12-02 08:52:03.761;h;h;h;h;h;618448;329856;948304;No Activo
1244;2020-12-02 08:52:03.993;h;h;h;h;h;618496;329808;948304;No Activo
1245;2020-12-02 08:52:04.250;h;h;h;h;h;618180;330124;948304;No Activo
1246;2020-12-02 08:52:04.509;h;h;h;h;h;618480;329824;948304;No Activo
1247;2020-12-02 08:52:04.742;h;h;h;h;h;618480;329824;948304;No Activo
1248;2020-12-02 08:52:04.976;h;h;h;h;h;618464;329840;948304;No Activo
1249;2020-12-02 08:52:05.210;h;h;h;h;h;618700;329604;948304;No Activo
1250;2020-12-02 08:52:05.470;h;h;h;h;h;618684;329620;948304;No Activo
1251;2020-12-02 08:52:05.728;h;h;h;h;h;618684;329620;948304;No Activo
1252;2020-12-02 08:52:05.962;h;h;h;h;h;618692;329612;948304;No Activo
1253;2020-12-02 08:52:06.196;h;h;h;h;h;618724;329580;948304;No Activo
1254;2020-12-02 08:52:06.429;h;h;h;h;h;618692;329612;948304;No Activo
1255;2020-12-02 08:52:06.688;h;h;h;h;h;618700;329604;948304;No Activo
1256;2020-12-02 08:52:06.922;h;h;h;h;h;618708;329596;948304;No Activo
1257;2020-12-02 08:52:07.155;h;h;h;h;h;618716;329588;948304;No Activo
1258;2020-12-02 08:52:07.390;h;h;h;h;h;618732;329572;948304;No Activo
1259;2020-12-02 08:52:07.646;h;h;h;h;h;618464;329840;948304;No Activo
1260;2020-12-02 08:52:07.880;h;h;h;h;h;618748;329556;948304;No Activo
1261;2020-12-02 08:52:08.113;h;h;h;h;h;618448;329856;948304;No Activo
1262;2020-12-02 08:52:08.347;h;h;h;h;h;618700;329604;948304;No Activo
1263;2020-12-02 08:52:08.611;h;h;h;h;h;618740;329564;948304;No Activo
1264;2020-12-02 08:52:08.843;h;h;h;h;h;618732;329572;948304;No Activo
1265;2020-12-02 08:52:09.077;h;h;h;h;h;618960;329344;948304;No Activo
1266;2020-12-02 08:52:09.311;h;h;h;h;h;618968;329336;948304;No Activo
1267;2020-12-02 08:52:09.568;h;h;h;h;h;618968;329336;948304;No Activo
1268;2020-12-02 08:52:09.801;h;h;h;h;h;618740;329564;948304;No Activo
1269;2020-12-02 08:52:10.032;h;h;h;h;h;618968;329336;948304;No Activo
1270;2020-12-02 08:52:10.265;h;h;h;h;h;618984;329320;948304;No Activo
1271;2020-12-02 08:52:10.527;h;h;h;h;h;618764;329540;948304;No Activo
1272;2020-12-02 08:52:10.784;h;h;h;h;h;618724;329580;948304;No Activo
1273;2020-12-02 08:52:11.017;h;h;h;h;h;618496;329808;948304;No Activo
1274;2020-12-02 08:52:11.251;h;h;h;h;h;618504;329800;948304;No Activo
1275;2020-12-02 08:52:11.484;h;h;h;h;h;618480;329824;948304;No Activo
1276;2020-12-02 08:52:11.742;h;h;h;h;h;618488;329816;948304;No Activo
1277;2020-12-02 08:52:12.004;h;h;h;h;h;618228;330076;948304;No Activo
1278;2020-12-02 08:52:12.237;h;h;h;h;h;617992;330312;948304;No Activo
1279;2020-12-02 08:52:12.470;h;h;h;h;h;618212;330092;948304;No Activo
1280;2020-12-02 08:52:12.704;h;h;h;h;h;618228;330076;948304;No Activo
1281;2020-12-02 08:52:12.963;h;h;h;h;h;618212;330092;948304;No Activo
1282;2020-12-02 08:52:13.196;h;h;h;h;h;618260;330044;948304;No Activo
1283;2020-12-02 08:52:13.430;h;h;h;h;h;618496;329808;948304;No Activo
1284;2020-12-02 08:52:13.662;h;h;h;h;h;618496;329808;948304;No Activo
1285;2020-12-02 08:52:13.918;h;h;h;h;h;618464;329840;948304;No Activo
1286;2020-12-02 08:52:14.151;h;h;h;h;h;618244;330060;948304;No Activo
1287;2020-12-02 08:52:14.385;h;h;h;h;h;618472;329832;948304;No Activo
1288;2020-12-02 08:52:14.617;h;h;h;h;h;618504;329800;948304;No Activo
1289;2020-12-02 08:52:14.877;h;h;h;h;h;618472;329832;948304;No Activo
1290;2020-12-02 08:52:15.138;h;h;h;h;h;618740;329564;948304;No Activo
1291;2020-12-02 08:52:15.372;h;h;h;h;h;618724;329580;948304;No Activo
1292;2020-12-02 08:52:15.605;h;h;h;h;h;618740;329564;948304;No Activo
1293;2020-12-02 08:52:15.840;h;h;h;h;h;618772;329532;948304;No Activo
1294;2020-12-02 08:52:16.098;h;h;h;h;h;618472;329832;948304;No Activo
1295;2020-12-02 08:52:16.331;h;h;h;h;h;618252;330052;948304;No Activo
1296;2020-12-02 08:52:16.563;h;h;h;h;h;618504;329800;948304;No Activo
1297;2020-12-02 08:52:16.797;h;h;h;h;h;618724;329580;948304;No Activo
1298;2020-12-02 08:52:17.057;h;h;h;h;h;618764;329540;948304;No Activo
1299;2020-12-02 08:52:17.315;h;h;h;h;h;618724;329580;948304;No Activo
1300;2020-12-02 08:52:17.547;h;h;h;h;h;618756;329548;948304;No Activo
1301;2020-12-02 08:52:17.781;h;h;h;h;h;618472;329832;948304;No Activo
1302;2020-12-02 08:52:18.015;h;h;h;h;h;618472;329832;948304;No Activo
1303;2020-12-02 08:52:18.272;h;h;h;h;h;618220;330084;948304;No Activo
1304;2020-12-02 08:52:18.505;h;h;h;h;h;618504;329800;948304;No Activo
1305;2020-12-02 08:52:18.737;h;h;h;h;h;618504;329800;948304;No Activo
1306;2020-12-02 08:52:18.971;h;h;h;h;h;618488;329816;948304;No Activo
1307;2020-12-02 08:52:19.233;h;h;h;h;h;617724;330580;948304;No Activo
1308;2020-12-02 08:52:19.467;h;h;h;h;h;617456;330848;948304;No Activo
1309;2020-12-02 08:52:19.699;h;h;h;h;h;617496;330808;948304;No Activo
1310;2020-12-02 08:52:19.930;h;h;h;h;h;617464;330840;948304;No Activo
1311;2020-12-02 08:52:20.187;h;h;h;h;h;617716;330588;948304;No Activo
1312;2020-12-02 08:52:20.419;h;h;h;h;h;617716;330588;948304;No Activo
1313;2020-12-02 08:52:20.650;h;h;h;h;h;617716;330588;948304;No Activo
1314;2020-12-02 08:52:20.883;h;h;h;h;h;617464;330840;948304;No Activo
1315;2020-12-02 08:52:21.140;h;h;h;h;h;617748;330556;948304;No Activo
1316;2020-12-02 08:52:21.399;h;h;h;h;h;617716;330588;948304;No Activo
1317;2020-12-02 08:52:21.633;h;h;h;h;h;617716;330588;948304;No Activo
1318;2020-12-02 08:52:21.866;h;h;h;h;h;617968;330336;948304;No Activo
1319;2020-12-02 08:52:22.099;h;h;h;h;h;618000;330304;948304;No Activo
1320;2020-12-02 08:52:22.359;h;h;h;h;h;617212;331092;948304;No Activo
1321;2020-12-02 08:52:22.618;h;h;h;h;h;617244;331060;948304;No Activo
1322;2020-12-02 08:52:22.852;h;h;h;h;h;617244;331060;948304;No Activo
1323;2020-12-02 08:52:23.085;h;h;h;h;h;617452;330852;948304;No Activo
1324;2020-12-02 08:52:23.320;h;h;h;h;h;617436;330868;948304;No Activo
